label,Status,description,longitude,latitude,geo_accuracy,Neighborhood,Section 415 Declaration,Category,Tenure,Total Principal Project Units,Final BMR On-Site,Total inclusionary units off-site,Total inclusionary units at this location,Units For,Principal Project,Off-site address,Lottery Date,Entitlement year,Building completion year
Portola Place,Completed,"2601 Newhall Street, San Francisco, CA 94124",-122.3979111,37.72921387,house,Bayview,ON,On-site,Ownership,259,24,0,24,On-Site,Portola Place,,,1992,1996
70 Ocean,Completed,"98 Ocean Avenue, San Francisco, CA 94112",-122.438667,37.723698,house,Outer Mission,ON,On-site,Rental,20,2,0,2,On-Site,70 Ocean,,,1998,2000
OceanView Terrace,Completed,"8100 Oceanview Terrace, San Francisco, CA",-122.466307,37.710589,house,Ocean View,ON,On-site,Ownership,15,2,0,2,On-Site,OceanView Terrace,,,2002,2003
1355 Pacific Avenue ,Completed,"1355 Pacific Avenue , San Francisco, CA 94109",-122.4171856,37.79551965,house,Nob Hill,ON,On-site,Ownership,23,2,0,2,On-Site,1355 Pacific Avenue ,,11/4/10,2008,2010
1645 Pacific Avenue,First Const Doc Issued,"1645 Pacific Avenue , San Francisco, CA 94109",-122.4223203,37.79484922,house,Nob Hill,ON/FEE,Combination,Ownership,38,5,0,5,On-Site,1645 Pacific Avenue,,Pending,2010,
The Hayes,Completed,"55 Page Street, San Francisco, CA 94102",-122.4214986,37.77411667,house,Downtown/Civic Center,ON,On-site,Ownership,128,17,0,17,On-Site,The Hayes,,8/3/12,2000,2008
725 Pine Street ,Completed,"725 Pine Street , San Francisco, CA 94108",-122.4077523,37.79116033,house,Chinatown,ON,On-site,Ownership,22,2,0,2,On-Site,725 Pine Street ,,7/27/07,2006,2007
101 Polk Street,Entitled,"101 Polk Street, San Francisco, CA 94102",-122.418171,37.77762,house,Downtown/Civic Center,ON,On-site,Rental,162,19,0,19,On-Site,101 Polk Street,,Pending,2013,
Tower Plaza,Completed,"600 Portola, San Francisco, CA 94127",-122.451913,37.745595,house,West of Twin Peaks,ON,On-site,Rental,15,2,0,2,On-Site,Tower Plaza,,,2000,2003
949 Post Street,Completed,"949 Post Street , San Francisco, CA 94109",-122.4174766,37.78705549,house,Downtown/Civic Center,ON,On-site,Rental,24,24,0,24,On-Site,949 Post Street,,No Lottery,1997,1999
Lofts@One Powell (10 Cyril Magnin),Completed,"1 Powell Street , San Francisco, CA 94102",-122.407824,37.784808,house,Downtown/Civic Center,ON,On-site,Rental,40,4,0,4,On-Site,Lofts@One Powell (10 Cyril Magnin),,4/15/05,2003,2005
Northpoint Apartments,Completed,"2351 Powell Street, San Francisco, CA",-122.4121494,37.80628553,house,North Beach,ON,On-site,Rental,72,9,0,9,On-Site,Northpoint Apartments,,9/6/07,2004,2006
300 - 314 Randolph Street,Entitled,"300 Randolph Street, San Francisco, CA",-122.465457,37.714368,house,Ocean View,ON,On-site,Unknown,18,2,0,2,On-Site,300 - 314 Randolph Street,,Pending,2007,
The Potrero,Completed,"450 Rhode Island St, San Francisco, CA",-122.4026055,37.76412547,house,Potero Hill,ON,On-site,Ownership,165,20,0,20,On-Site,The Potrero,,3/19/07,2003,2007
Mission Terrace Condominiums,Completed,"1800 San Jose Avenue, San Francisco, CA",-122.440521,37.728825,house,Outer Mission,ON,On-site,Ownership,18,2,0,2,On-Site,Mission Terrace Condominiums,,4/24/04,2001,2004
1301 San Jose/Glen Court,Completed,"1301 San Jose Avenue, San Francisco, CA 94112",-122.429645,37.734188,house,Bernal Heights,ON,On-site,Ownership,31,3,0,3,On-Site,1301 San Jose/Glen Court,,,1996,2003
The Royal,Completed,"201 Sansome Street, San Francisco, CA 94104",-122.40106,37.792217,house,Financial District,ON,On-site,Ownership,46,5,0,5,On-Site,The Royal,,5/4/06,2004,2006
3190 Scott Street,Completed,"3190 Scott Street, San Francisco, CA 94123",-122.4408403,37.79905043,house,Marina,ON,On-site,Ownership,12,1,0,1,On-Site,3190 Scott Street,,7/14/11,2006,2010
550 South Van Ness Ave,Completed,"550 South Van Ness Avenue, San Francisco, CA 94110",-122.4175117,37.76435757,house,Mission,ON,On-site,Ownership,36,8,0,8,On-Site,550 South Van Ness Ave,,,1989,1992
140 South Van Ness / 1655 Mission,Completed,"140 South Van Ness Avenue, San Francisco, CA",-122.4185931,37.77231875,house,SOMA,ON,On-site,Ownership,223,23,0,23,On-Site,140 South Van Ness / 1655 Mission,,1/18/03,1999,2003
566 South Van Ness Avenue,Completed,"566 South Van Ness Avenue, San Francisco, CA 94110",-122.4174901,37.76413471,house,Mission,ON,On-site,Ownership,34,4,0,4,On-Site,566 South Van Ness Avenue,,9/20/07,2005,2007
793 South Van Ness Avenue,Entitled,"793 South Van Ness Avenue, San Francisco, CA 94110",-122.416942,37.76057896,house,Mission,ON,On-site,Unknown,29,3,0,3,On-Site,793 South Van Ness Avenue,,Pending,2008,
2000 Post III,Completed,"2161 Sutter Street, San Francisco, CA 94115",-122.4358705,37.78567153,house,Western Additon,ON,On-site,Rental,24,3,0,3,On-Site,2000 Post III,,7/29/08,2003,2007
1158 Sutter Street,Completed,"1158 Sutter Street, San Francisco, CA 94108",-122.4194304,37.78792739,house,Downtown/Civic Center,ON,On-site,Ownership,14,2,0,2,On-Site,1158 Sutter Street,,6/8/11,2005,2008
Blanc,Completed,"1080 Sutter Street, San Francisco, CA 94109",-122.4180777,37.78824025,house,Russian Hill,ON,On-site,Ownership,35,4,0,4,On-Site,Blanc,,4/1/14,2009,2014
832 Sutter Street,Entitled,"832 Sutter Street, San Francisco, CA 94109",-122.414062,37.788615,house,Downtown/Civic Center,ON,On-site,Ownership,20,2,0,2,On-Site,832 Sutter Street,,Pending,2014,
723 Taylor Street,Completed,"723 Taylor Street, San Francisco, CA 94108",-122.4120243,37.78897224,house,Downtown/Civic Center,ON,On-site,Ownership,12,1,0,1,On-Site,723 Taylor Street,,3/3/11,2006,2010
41 Tehama,Entitled,"41 Tehama Street, San Francisco, CA 94105",-122.3970097,37.78700173,house,Financial District,ON,On-site,Ownership,325,49,0,49,On-Site,41 Tehama,,Pending,2012,
475 Tehama Street ,Completed,"475 Tehama Street , San Francisco, CA",-122.4059542,37.7797329,house,SOMA,ON,On-site,Ownership,12,1,0,1,On-Site,475 Tehama Street ,,6/24/05,2004,2005
Metro@Showplace Square,Completed,"675 Townsend , San Francisco, CA",-122.4032042,37.77047894,house,SOMA,ON,On-site,Rental,148,15,0,15,On-Site,Metro@Showplace Square,,8/26/09,1999,2006
88 Townsend (Formerly 639-669 2nd Street),Completed,"88 Townsend Street, San Francisco, CA 94107",-122.3903172,37.7808895,house,SOMA,ON,On-site,Ownership,112,13,0,13,On-Site,88 Townsend (Formerly 639-669 2nd Street),,4/14/04,2003,2004
Arc Light Co. (AKA 21 Clarence) ,Completed,"178 Townsend Street, San Francisco, CA 94107",-122.3922625,37.77912059,house,SOMA,ON,On-site,Rental,94,19,0,19,On-Site,Arc Light Co. (AKA 21 Clarence) ,,1/6/12,2009,2012
170 Off Third ,Completed,"177 Townsend Street , San Francisco, CA 94107",-122.392248,37.779132,house,SOMA,ON,On-site,Ownership,198,24,0,24,On-Site,170 Off Third ,,1/5/07,2003,2007
1050 Valencia Street,BP Issued,"1050 Valencia Street, San Francisco, CA 94110",-122.421133,37.755973,house,Mission,ON,On-site,Ownership,12,2,0,2,On-Site,1050 Valencia Street,,Pending,2012,
Carlin Senior Apartments,Completed,"286 Valencia Street , San Francisco, CA",-122.4223248,37.7683674,house,Mission,ON,On-site,Rental ,36,4,0,4,On-Site,Carlin Senior Apartments,,,1998,2000
222 Valencia Street ,Completed,"222 Valencia Street , San Francisco, CA",-122.4224497,37.76966529,house,Mission ,ON,On-site,Ownership,10,1,0,1,On-Site,222 Valencia Street ,,,2002,2003
411 Valencia Street,Completed,"411 Valencia Street , San Francisco, CA",-122.4219182,37.76631281,house,Mission ,ON,On-site,Ownership,16,2,0,2,On-Site,411 Valencia Street,,4/16/13,2010,2012
Valencia 270,Completed,"270 Valencia Street , San Francisco, CA",-122.4223392,37.7685146,house,Mission,ON,On-site,Ownership,28,3,0,3,On-Site,Valencia 270,,9/12/05,2003,2006
Pacific Homes (AKA 1800 Washington and 1701 Jackson) ,Completed,"1901 Van Ness Avenue, San Francisco, CA 94109",-122.423057,37.793065,house,Pacific Heights ,ON,On-site,Ownership,149,6,0,6,On-Site,Pacific Homes (AKA 1800 Washington and 1701 Jackson) ,,,1996,2002
900 Van Ness,Completed,"900 Van Ness Avenue, San Francisco, CA 94109",-122.420907,37.783949,house,Downtown/Civic Center,ON,On-site,Rental ,28,3,0,3,On-Site,900 Van Ness,,,1999,2003
Symphony Towers,Completed,"750 Van Ness Avenue, San Francisco, CA 94102",-122.4205589,37.78228935,house,Downtown/Civic Center,ON,On-site,Ownership,130,16,0,16,On-Site,Symphony Towers,,9/21/07,2002,2008
Marlow,Completed,"1800 Van Ness Avenue, San Francisco, CA 94109",-122.422524,37.792236,house,Nob Hill,ON,On-site,Ownership,98,15,0,15,On-Site,Marlow,,12/9/13,2011,2014
Artani,Completed,"818 Van Ness Avenue, San Francisco, CA 94109",-122.4207218,37.78317823,house,Downtown/Civic Center,ON/FEE,Combination,Ownership,52,2,0,2,On-Site,Artani,,11/5/10,2005,2008
100 Van Ness Avenue,First Const Doc Issued,"100 Van Ness Avenue, San Francisco, CA 94102",-122.4191825,37.77664285,house,Downtown/Civic Center,ON,On-site,Rental,399,60,0,60,On-Site,100 Van Ness Avenue,,Pending,2012,
945 Vermont,Completed,"929 Vermont Street, San Francisco, CA 94107",-122.4035911,37.757887,house,Potero Hill,ON,On-site,Ownership,10,1,0,1,On-Site,945 Vermont,,1/18/03,1998,2004
1725 Washington Street,Completed,"1725 Washington Street, San Francisco, CA 94109",-122.4216937,37.79311561,house,Nob Hill,ON,On-site,Ownership,16,2,0,2,On-Site,1725 Washington Street,,12/18/13,2003,2006
Glen Park Marketplace,Completed,"53 Wilder Street , San Francisco, CA 94131",-122.4330958,37.73416633,house,Glen Park,ON,On-site,Ownership,15,2,0,2,On-Site,Glen Park Marketplace,,6/6/06,2002,2006
651-655 Geary Street,Entitled,"651 Geary Blvd., San Francisco, CA 94102",-122.4511401,37.7820506,primary,Downtown/Civic Center,ON,On-site,Unknown,41,5,0,5,On-Site,651-655 Geary Street,,Pending,2004,
6900 Geary,Completed,"6900 Geary Blvd. , San Francisco, CA 94109",-122.4511401,37.7820506,primary,Outer Richmond,ON,On-site,Rental,17,2,0,2,On-Site,6900 Geary,,,2000,2004
6901 Geary Street,Completed,"6901 Geary Blvd. , San Francisco, CA 94103",-122.4313946,37.7844928,primary,Outer Richmond,ON,On-site,Rental,15,2,0,2,On-Site,6901 Geary Street,,,2001,2006
118 Wood Street,Completed,"2743 Geary Street, San Francisco, CA",-122.4131601,37.7867431,primary,Inner Richmond,ON,On-site,Rental,22,2,0,2,On-Site,118 Wood Street,,,1998,1999
5400 Geary Street ,Entitled,"5400 Geary Street, San Francisco, CA",-122.4131601,37.7867431,primary,Inner Richmond,ON,On-site,Ownership,37,4,0,4,On-Site,5400 Geary Street ,,Pending,2013,
1277 Howard Street/776 Tehama Street,Completed,"1277 Howard Street , San Francisco, CA 94103",-122.4137689,37.774516,primary,SOMA,ON,On-site,Ownership,14,2,0,2,On-Site,1277 Howard Street/776 Tehama Street,,,2003,2006
1234 Howard Street ,Completed,"1234 Howard Street , San Francisco, CA 94103",-122.4137689,37.774516,primary,SOMA,ON,On-site,Ownership,18,2,0,2,On-Site,1234 Howard Street ,,8/13/07,2002,2007
1390 Market (Fox Plaza),Entitled,"1390 Market Street, San Francisco, CA 94102",-122.4193286,37.7751124,primary,Downtown/Civic Center,ON/FEE,Combination,Rental,250,19,0,19,On-Site,1390 Market (Fox Plaza),,Pending,2009,
The Wilson Building,First Const Doc Issued,"973 Market Street , San Francisco, CA 94102",-122.4193286,37.7751124,primary,SOMA,ON,On-site,Rental,67,8,0,8,On-Site,The Wilson Building,,Pending,2005,
1321 Mission Street/104 - 9th Street ,First Const Doc Issued,"1321 Mission Street, San Francisco, CA 94105",-122.3925412,37.7937635,primary,SOMA,ON,On-site,Rental,80,10,0,10,On-Site,1321 Mission Street/104 - 9th Street ,,Pending,2013,
8 Octavia Blvd.,First Const Doc Issued,"4 Octavia Blvd. , San Francisco, CA 94102",-122.4237098,37.7729465,primary,Western Addition,ON,On-site,Ownership,48,7,0,7,On-Site,8 Octavia Blvd.,,Pending,2012,
Unknown,BP Issued,"480 Potrero, San Francisco, CA 94110",-122.406025,37.7507995,primary,Mission,ON,On-site,Rental,75,11,0,11,On-Site,Unknown,,Pending,2013,
2900 Sloat Blvd.,Completed,"2900 Sloat , San Francisco, CA 94116",-122.4837815,37.7342734,primary,Parkside,ON,On-site,Ownership,60,6,0,6,On-Site,2900 Sloat Blvd.,,,1995,1996
2800 Sloat Boulevard,Entitled,"2800 Sloat Blvd. , San Francisco, CA 94116",-122.4837815,37.7342734,primary,Parkside,ON/FEE,Combination,Unknown,56,1,0,1,On-Site,2800 Sloat Boulevard,,Pending,2008,
77 Van Ness Avenue,Completed,"77 Van Ness Avenue, San Francisco, CA 94103",-122.4197119,37.77777,primary,Downtown/Civic Center,ON,On-site,Ownership,50,6,0,6,On-Site,77 Van Ness Avenue,,9/3/09,2002,2009
345 6th Street,Entitled,"345 6th Street, San Francisco, CA 94107",-122.4001104,37.7741835,residential,SOMA,ON,On-site,Unknown,36,6,0,6,On-Site,345 6th Street,,Pending,2009,
1311 43rd Avenue ,Completed,"1131 43rd Avenue, San Francisco, CA 94122",-122.5019301,37.7493796,residential,Outer Sunset,ON,On-site,Rental ,12,1,0,1,On-Site,1311 43rd Avenue ,,,2000,2004
100 Diana,Completed,"100 Diana Street, San Francisco, CA",-122.3961939,37.730747,residential,Bayview,ON,On-site,Ownership,18,3,0,3,On-Site,100 Diana,,,1991,1996
410 Jessie Street ,Completed,"410 Jessie Street , San Francisco, CA 94103",-122.4153235,37.776716,residential,SOMA,ON,On-site,Ownership,24,2,0,2,On-Site,410 Jessie Street ,,7/8/08,2005,2007
6 Mint Plaza,Completed,"418 Jessie Street , San Francisco, CA 94103",-122.4153235,37.776716,residential,SOMA,ON,On-site,Rental,25,3,0,3,On-Site,6 Mint Plaza,,3/20/09,2004,2008
570 Jessie Street,Entitled,"570 Jessie Street , San Francisco, CA 94103",-122.4153235,37.776716,residential,SOMA,ON,On-site,Unknown,47,2,0,2,On-Site,570 Jessie Street,,Pending,2008,
The Lansing ,Completed,"40 Lansing , San Francisco, CA 94105",-122.3934434,37.7864732,residential,SOMA,ON,On-site,Ownership,82,10,0,10,On-Site,The Lansing ,,1/30/06,2003,2006
Book Concern Building,Completed,"83  McAllister Street , San Francisco, CA 94117",-122.4385113,37.777775,residential,Downtown/Civic Center,ON,On-site,Ownership,60,6,0,6,On-Site,Book Concern Building,,3/31/06,2004,2007
68 McCoppin ,Completed,"68 McCoppin, San Francisco, CA 94103",-122.4217592,37.7716315,residential,SOMA,ON,On-site,Ownership,12,1,0,1,On-Site,68 McCoppin ,,,2002,1996
350 8th Street,BP Issued,"350 8th Street, San Francisco, CA 94103",-122.414157,37.7782442,secondary,SOMA,ON,On-site,Rental,416,62,0,62,On-Site,350 8th Street,,Pending,2012,
555 Fulton Street,BP Issued,"555 Fulton Street, San Francisco, CA 94118",-122.471846,37.7731123,secondary,Western Addition,ON,On-site,Ownership,139,17,0,17,On-Site,555 Fulton Street,,Pending,2013,
199 New Montgomery ,Completed,"199 New Montgomery, San Francisco, CA 94105",-122.3999749,37.787011,secondary,Financial District ,ON,On-site,Ownership,166,18,0,18,On-Site,199 New Montgomery ,,11/20/04,2003,2006
2895 San Bruno Avenue,BP Issued,"2895 San Bruno Avenue, San Francisco, CA 94134",-122.401232,37.7145147,secondary,Excelsior,ON,On-site,Ownership,10,1,0,1,On-Site,2895 San Bruno Avenue,,Pending,2013,
299 Valencia Street,Completed,"299 Valencia Street , San Francisco, CA 94110",-122.4217398,37.7633052,secondary,Mission,ON,On-site,Ownership,36,4,0,4,On-Site,299 Valencia Street,,7/19/12,2008,2012
Avalon Ocean Avenue,Completed,"1150 Ocean Avenue , San Francisco, CA 94112",-122.4546813,37.7237981,supermarket,West of Twin Peaks ,ON,On-site,Rental,173,26,0,26,On-Site,Avalon Ocean Avenue,,5/2/12,2009,2012
Candlestick Cove,Completed,"101 Executive Park Blvd, San Francisco, CA",-122.3945995,37.709745,tertiary,Bayview,ON,On-site,Ownership,150,18,0,18,On-Site,Candlestick Cove,,11/10/09,2005,2008
USF - Loyola Village,Completed,"600 Anza St, San Francisco, CA",-122.452789,37.780296,unclassified,Inner Richmond,ON,On-site,Rental ,136,17,0,17,On-Site,USF - Loyola Village,,,1997,2002
888 7th Street,Completed,"601 King Street , San Francisco, CA 94107",-122.40084,37.770993,house,SOMA,ON/ON (FOR OFF-SITE),On-site,Ownership,80,27,0,170,Both On-Site and Off-Site,The Infinity,,11/20/06,2003,2008
Garfield Building,Completed,"938 Market Street, San Francisco, CA 94102",-122.4193286,37.7751124,primary,Downtown/Civic Center,ON/ON (FOR OFF-SITE),On-site,Ownership,15,2,0,13,Both On-Site and Off-Site,Ritz Carlton,,8/9/07,2004,2007
25 Lusk Street,Entitled,"25 Lusk Street, San Francisco, CA 94107",-122.3943226,37.778429,bar,SOMA,UNDECLARED,Undeclared,Unknown,26,?,?,?,,25 Lusk Street,,,2007,
1266 9th Avenue,Completed,"1266 9th Avenue, San Francisco, CA 94122",-122.4662117,37.7646297,cafe,Inner Sunset,FEE,Fee,Unknown,15,0,0,0,,,,NA - Fee,2008,2014
1285 Sutter Street,Completed,"1285 Sutter Street, San Francisco, CA 94109",-122.4212053,37.78736015,construction,Downtown/Civic Center,FEE,Fee,Unknown,107,0,0,0,,,,NA - Fee,2008,2013
750 Second Street,Completed,"750 2nd Street, San Francisco, CA 94107",-122.3901252,37.78016967,house,SOMA,FEE,Fee,Unknown,14,0,0,0,,,,NA - Fee,2009,2012
201 Second Street,Entitled,"201 2nd Street, San Francisco, CA 94105",-122.398074,37.78675,house,Financial District ,UNDECLARED,Undeclared,Unknown,103,?,?,?,,201 Second Street,,,2006,
The Palms,Completed,"555 4th Street, San Francisco, CA 94107",-122.3965337,37.7793524,house,SOMA,OFF-SITE,Off-site,Ownership,300,0,56,0,,,785 Brannan Street (56 rental units),NA - Off,2003,2007
2350 19th Avenue,Entitled,"2350 19th Avenue, San Francisco, CA",-122.475565,37.7439536,house,Parkside,FEE,Fee,Unknown,150,0,0,0,,,,NA - Fee,2008,
3500 19th Street,Completed,"3500 19th Street, San Francisco, CA 94110",-122.421588,37.760174,house,Mission,FEE,Fee,Unknown,17,0,0,0,,,,NA - Fee,2008,2012
2900 22nd Street,Completed,"2900 22nd Street, San Francisco, CA",-122.412361,37.755906,house,Mission,FEE,Fee,Unknown,14,0,0,0,,,,NA - Fee,2000,2003
3418 26th Street,First Const Doc Issued,"3418 26th Street, San Francisco, CA 94110",-122.4188997,37.74907735,house,Mision,FEE,Fee,Rental,12,0,0,0,,,,NA - Fee,2011,
801 Brannan,Entitled,"801 Brannan Street, San Francisco, CA",-122.403242,37.772906,house,SOMA,LAND DED/ON,Land Dedication,Rental,432,55,0,55,,801 Brannan,,Pending,2013,
800 Brotherhood Way,First Const Doc Issued,"800 Brotherhood Way, San Francisco, CA 94132",-122.4787925,37.71465138,house,Lakeshore,OFF/FEE,Combination,Ownership,182,0,36,0,,,833 Jamestown & 1 Capitol,NA - Fee/Off,2005,
1299 Bush Street ,Completed,"1299 Bush Street , San Francisco, CA 94109",-122.418486,37.788847,house,Downtown/Civic Center,FEE,Fee,Unknown,26,0,0,0,,,,NA - Fee,2006,2008
1635 California,Completed,"1635 California  Street, San Francisco, CA 94109",-122.4213825,37.79023925,house,Nob Hill,OFF-SITE,Off-site,Unknown,36,0,6,0,,,2428 Bayshore Blvd. (6/12 ownership units) ,NA - Off,2003,2006
2525 California,Completed,"2525 California Street, San Francisco, CA 94115",-122.4359502,37.78855437,house,Western Addition,FEE,Fee,Unknown,16,0,0,0,,,,NA - Fee,2003,2007
1630 California ,Completed,"1630 California Street, San Francisco, CA 94109",-122.4212657,37.79058827,house,Nob Hill,FEE,Fee,Ownership,40,0,0,0,,,,NA - Fee,2002,2008
468 Clementina,First Const Doc Issued,"468 Clementina Street, San Francisco, CA",-122.4055066,37.77957259,house,SOMA,FEE,Fee,Unknown,25,0,0,0,,,,NA - Fee,2013,
1255-1275 Columbus,Entitled,"1255 Columbus Avenue, San Francisco, CA 94133",-122.417919,37.80554486,house,Russian Hill,FEE,Fee,Unknown,20,0,0,0,,,,NA - Fee,2011,
San Francisco Overlook,Entitled,"599 Crestmont Drive, San Francisco, CA 94131",-122.459017,37.760781,house,Inner Sunset,FEE,Fee,Unknown,34,0,0,0,,,,NA - Fee,2013,
Blu,Completed,"631 Folsom Street, San Francisco, CA 94107",-122.3969421,37.7848376,house,SOMA,FEE,Fee,Ownership,120,0,0,0,,,,NA - Fee,2008,2008
829 Folsom,Completed,"829 Folsom Street, San Francisco, CA 94107",-122.4016765,37.78149925,house,SOMA,FEE,Fee,Unknown,69,0,0,0,,,,NA - Fee,2004,2009
Lumina,First Const Doc Issued,"201 Folsom Street, San Francisco, CA 94105",-122.391895,37.789224,house,SOMA,OFF-SITE,Off-site,Unknown,725,0,164,0,,,10th & Mission Street ,NA - Off,2009,
231 Franklin Street,Completed,"231 Franklin Street , San Francisco, CA 94102",-122.421362,37.776735,house,Downtown/Civic Center,FEE,Fee,Unknown,32,0,0,0,,,,NA - Fee,2007,2010
333 Fremont Street,First Const Doc Issued,"333 Fremont Street , San Francisco, CA 94105",-122.3929812,37.78762169,house,SOMA,FEE,Fee,Rental,88,0,0,0,,,,NA - Fee,2005,
340-350 Fremont Street ,BP Issued,"340 Fremont Street , San Francisco, CA 94105",-122.3930202,37.78741893,house,SOMA,FEE,Fee,Unknown,348,0,0,0,,,,NA - Fee,2006,
355-399 Fremont Street,First Const Doc Issued,"355 Fremont Street , San Francisco, CA 94105",-122.3926838,37.78738482,house,SOMA,FEE,Fee,Unknown,452,0,0,0,,,,NA - Fee,2006,
325 Fremont,BP Issued,"325 Fremont Street , San Francisco, CA 94105",-122.3930894,37.78770777,house,SOMA,UNDECLARED,Undeclared,Unknown,70,?,?,?,,325 Fremont,,,2005,
375 Fremont Street,Entitled,"375 Fremont Street , San Francisco, CA 94105",-122.3924134,37.78716945,house,SOMA,UNDECLARED,Undeclared,Unknown,225,?,?,?,,375 Fremont Street,,,2005,
733 Front Street ,Completed,"733 Front Street, San Francisco, CA",-122.3998581,37.79813739,house,Financial District,FEE,Fee,Unknown,69,0,0,0,,,,NA - Fee,2005,2007
300 Grant Avenue / 272 & 290 Sutter Street,Entitled,"300 Grant Avenue, San Francisco, CA 94103",-122.405324,37.789768,house,Financial District,FEE,Fee,Unknown,43,0,0,0,,,,NA - Fee,2008,
1748 Haight,Completed,"1728 Haight Street, San Francisco, CA 94117",-122.4505317,37.76963233,house,Haight Ashbury,FEE,Fee,Unknown,30,0,0,0,,,,NA - Fee,2004,2004
2652 Harrison Street,Completed,"2652 Harrison Street, San Francisco, CA 94110",-122.4122221,37.75498396,house,Mission,FEE,Fee,Ownership,20,0,0,0,,,,NA - Fee,2010,2013
642 Harrison Street,Entitled,"642 Harrison Street, San Francisco, CA 94110",-122.3961635,37.78363455,house,SOMA,UNDECLARED,Undeclared,Unknown,43,?,?,?,,642 Harrison Street,,,2005,
1 Hawthorne,Completed,"1 Hawthorne Street , San Francisco, CA 94105",-122.399186,37.78587,house,Financial District,FEE,Fee,Ownership,165,0,0,0,,,,NA - Fee,2006,2010
1 Henry Adams,Entitled,"1 Henry Adams St, San Francisco, CA",-122.40386,37.769313,house,SOMA,LAND DED,Land Dedication,Rental ,239,0,0,0,,,,NA - LD,2013,
1945 Hyde Street ,Completed,"1945 Hyde Street, San Francisco, CA 94109",-122.4191141,37.79900063,house,Russian Hill,FEE,Fee,Unknown,7,0,0,0,,,,NA - Fee,2011,2013
680 Illinois,Completed,"680 Illinois Street, San Francisco, CA 94107",-122.3879282,37.76341245,house,Potero Hill,OFF-SITE,Off-site,Unknown,35,0,6,0,,,2428 Bayshore (6/12 ownership units),NA - Off,2005,2009
One Ecker Place,Completed,"16 Jessie , San Francisco, CA 94105",-122.3985923,37.790004,house,Financial District,FEE,Fee,Ownership,51,0,0,0,,,,NA - Fee,2007,2010
153 Kearny,Entitled,"153 Kearny , San Francisco, CA",-122.4038759,37.78948125,house,Financial District ,UNDECLARED,Undeclared,Unknown,45,?,?,?,,153 Kearny,,,2006,
45 Lansing  ,First Const Doc Issued,"45 Lansing Street , San Francisco, CA 94105",-122.3937985,37.78607647,house,SOMA,FEE,Fee,Unknown,320,0,0,0,,,,NA - Fee,2011,
1601 Larkin Street,Entitled,"1601 Larkin Street, San Francisco, CA 94109",-122.419529,37.792702,house,Nob Hill,FEE,Fee,Unknown,27,0,0,0,,,,NA - Fee,2013,
2353 Lombard Street,Entitled,"2353 Lombard Street , San Francisco, CA 94123",-122.4401818,37.7992322,house,Marina,FEE,Fee,Unknown,21,0,0,0,,,,NA - Fee,2013,
430 Main Street / 429 Beale Street,Entitled,"430 Main Street, San Francisco, CA 94105",-122.3898374,37.7876315,house,SOMA,FEE,Fee,Unknown,113,0,0,0,,,,NA - Fee,2009,
ICON,Completed,"2299 Market Street, San Francisco, CA 94114",-122.432799,37.76403415,house,Castro/Upper Market,FEE,Fee,Unknown,18,0,0,0,,,,NA - Fee,2010,2013
Linea,Completed,"1960 Market Street, San Francisco, CA 94114",-122.4268648,37.76935844,house,Western Addition,OFF-SITE,Off-site,Ownership,115,0,23,0,,,1600 Market Street (23 ownership units) ,NA - Off,2010,2014
900 Minnesota,Completed,"900 Minnesota Street, San Francisco, CA 94107",-122.3908218,37.75941835,house,Potero Hill,FEE,Fee,Ownership,142,0,0,0,,,,NA - Fee,2005,2010
Millennium Tower,Completed,"301 Mission Street, San Francisco, CA 94105",-122.3961866,37.79040745,house,Financial District,OFF-SITE,Off-site,Ownership,420,0,81,0,,,125 Mason Street (81 rental units),NA - Off,2005,2009
5735-5757 Mission Street,Entitled,"5735 Mission Street, San Francisco, CA 94112",-122.4489615,37.7099691,house,Crocker Amazon,FEE,Fee,Unknown,22,0,0,0,,,,NA - Fee,2008,
2554-2558 Mission Street,First Const Doc Issued,"2554 Mission Street, San Francisco, CA 94110",-122.4189214,37.75616102,house,Mission ,LAND DED,Land Dedication,Ownership,114,0,0,0,,,,NA - LD,2013,
843 Montgomery,Completed,"843 Montgomery Street, San Francisco, CA",-122.403634,37.796573,house,Financial District,FEE,Fee,Unknown,13,0,0,0,,,,NA - Fee,2002,2008
134-140 New Montgomery Street,Entitled,"134 New Montgomery Street, San Francisco, CA 94105",-122.3999284,37.78685658,house,Financial District ,FEE,Fee,Unknown,118,0,0,0,,,,NA - Fee,2008,
248 Ocean Avenue ,Completed,"248 Ocean Avenue, San Francisco, CA 94112",-122.4423672,37.72327256,house,Outer Mission,FEE,Fee,Rental,5,0,0,0,,,,NA,2008,2012
1490 Ocean ,Entitled,"1490 Ocean Avenue, San Francisco, CA 94112",-122.4579692,37.72435645,house,West of Twin Peaks,FEE,Fee,Unknown,13,0,0,0,,,,NA - Fee,2013,
Market-Octavia Parcel P,First Const Doc Issued," Parcel P, San Francisco, CA",-122.424575,37.775016,house,Western Addition,FEE,Fee,Unknown,182,0,0,0,,,,NA - Fee,2012,
1461 Pine Street ,Completed,"1461 Pine Street , San Francisco, CA 94109",-122.4198022,37.78962431,house,Nob Hill,FEE,Fee,Rental ,35,0,0,0,,,,NA,2005,2013
